Date,Open,High,Low,Close,Adj Close,Volume
2022-11-09 11:30:00,87.44999694824219,88.04000091552734,87.0199966430664,87.11000061035156,87.11000061035156,0
2022-11-09 12:30:00,87.11000061035156,87.19999694824219,86.45010375976562,86.52970123291016,86.52970123291016,8841948
2022-11-09 13:30:00,86.5199966430664,86.81999969482422,85.87000274658203,86.80999755859375,86.80999755859375,11640651
2022-11-09 14:30:00,86.80850219726562,86.91999816894531,86.07170104980469,86.78500366210938,86.78500366210938,10480049
2022-11-09 15:30:00,86.79000091552734,86.83000183105469,86.08000183105469,86.13999938964844,86.13999938964844,9411545
2022-11-10 09:30:00,93.0,95.45999908447266,91.6500015258789,94.9000015258789,94.9000015258789,50840511
2022-11-10 10:30:00,94.91500091552734,98.69000244140625,93.80500030517578,97.01000213623047,97.01000213623047,39425759
2022-11-10 11:30:00,97.01000213623047,97.87989807128906,95.9800033569336,96.94010162353516,96.94010162353516,17524896
2022-11-10 12:30:00,96.94999694824219,96.95439910888672,95.43000030517578,95.9905014038086,95.9905014038086,14341887
2022-11-10 13:30:00,96.0,96.43000030517578,95.56999969482422,96.18000030517578,96.18000030517578,10339012
2022-11-10 14:30:00,96.16000366210938,96.73999786376953,95.58000183105469,96.18000030517578,96.18000030517578,12012206
2022-11-10 15:30:00,96.1885986328125,96.76000213623047,95.94999694824219,96.58000183105469,96.58000183105469,12347122
2022-11-11 09:30:00,98.0,100.6050033569336,96.66000366210938,100.55500030517578,100.55500030517578,37951473
2022-11-11 10:30:00,100.55999755859375,100.77999877929688,99.20999908447266,99.29499816894531,99.29499816894531,16932129
2022-11-11 11:30:00,99.29000091552734,100.0999984741211,98.66000366210938,99.9800033569336,99.9800033569336,10962748
2022-11-11 12:30:00,99.9800033569336,101.0,99.54000091552734,100.97740173339844,100.97740173339844,9495114
2022-11-11 13:30:00,100.9749984741211,101.19000244140625,100.54000091552734,101.12999725341797,101.12999725341797,10527697
2022-11-11 14:30:00,101.12000274658203,101.15499877929688,99.87999725341797,100.54000091552734,100.54000091552734,10184491
2022-11-11 15:30:00,100.54499816894531,101.0199966430664,100.33999633789062,100.79000091552734,100.79000091552734,8737349
2022-11-14 09:30:00,98.7699966430664,98.8499984741211,97.29000091552734,98.04000091552734,98.04000091552734,22557598
